numero finess etablissement juridique,numero finess etablissement,libelle description equipement sociaux,libta_equipement,rsej,activite,libelle activite,forme,libelle forme,nofinessej_1,raison_sociale,rslongue,code commune,departement,libelle departement,categetab,categorie,latitude,longitude,type d etablissements,code_insee
,660789082,,,,,,,,660003039,PHARMACIE BLANCHARD,PHARMACIE BLANCHARD,148,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.515117045660006,3.1060576688081767,Soins de ville,66148
,660788142,,,,,,,,660002106,PHARMACIE BOBO DURAND,PHARMACIE BOBO DURAND,037,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.702764565639214,3.0225349910163244,Soins de ville,66037
,660789330,,,,,,,,660003286,PHARMACIE CANAVY,PHARMACIE CANAVY,187,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.808959264699546,2.498161412856788,Soins de ville,66187
,660787938,,,,,,,,660001884,PHARMACIE CENTRALE,PHARMACIE CENTRALE,008,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.54627544226976,3.023476386014661,Soins de ville,66008
,660788241,,,,,,,,660002205,PHARMACIE CHERIF PRAT,PHARMACIE CHERIF PRAT,065,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.597098859120365,2.9761575839270926,Soins de ville,66065
,660788811,,,,,,,,660002775,PHARMACIE CHRISTOPHE AIRAS,PHARMACIE CHRISTOPHE AIRAS,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.69199490213056,2.882342641698242,Soins de ville,66136
,660788928,,,,,,,,660002874,PHARMACIE COMAILLS A.,PHARMACIE COMAILLS A.,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.683412275108196,2.881621487486905,Soins de ville,66136
,660787854,,,,,,,,660001801,PHARMACIE D'ALENYA,PHARMACIE D'ALENYA,002,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.640218907467876,2.9753338164404206,Soins de ville,66002
,660788571,,,,,,,,660002536,PHARMACIE DALBIEZ,PHARMACIE DALBIEZ,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.68685071053105,2.88437850829866,Soins de ville,66136
,660788621,,,,,,,,660002585,PHARMACIE DARNER,PHARMACIE DARNER,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.70028943673978,2.890288259914116,Soins de ville,66136
,660788449,,,,,,,,660002403,PHARMACIE DDE MONT-LOUIS,PHARMACIE DDE MONT-LOUIS,117,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.50830086768206,2.121726592486414,Soins de ville,66117
,660787953,,,,,,,,660001900,PHARMACIE DE BAGES,PHARMACIE DE BAGES,011,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.60537841006501,2.8896246030227792,Soins de ville,66011
,660787961,,,,,,,,660001918,PHARMACIE DE BAHO,PHARMACIE DE BAHO,012,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.702415922733664,2.8270327140717346,Soins de ville,66012
,660789074,,,,,,,,660003021,PHARMACIE DE LA COTE VERMEILLE,PHARMACIE DE LA COTE VERMEILLE,148,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.517276381954986,3.1059777432480398,Soins de ville,66148
,660788605,,,,,,,,660002569,PHARMACIE DE LA FAUCEILLE,PHARMACIE DE LA FAUCEILLE,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.67201646558842,2.9051558716666803,Soins de ville,66136
,660788274,,,,,,,,660002239,PHARMACIE DE LA GARE INTERNATIONALE,PHARMACIE DE LA GARE INTERNATIONALE,066,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.459568965059916,1.9047262878703353,Soins de ville,66066
,660788498,,,,,,,,660002452,PHARMACIE DE LA PATTE D'OIE,PHARMACIE DE LA PATTE D'OIE,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.7209204049857,2.8859485189405194,Soins de ville,66136
,660787995,,,,,,,,660001942,PHARMACIE DE LA PLAGE,PHARMACIE DE LA PLAGE,016,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.48301274011797,3.128969492848184,Soins de ville,66016
,660788654,,,,,,,,660002619,PHARMACIE DE LA PORTE D'ESPAGNE,PHARMACIE DE LA PORTE D'ESPAGNE,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.67089782974608,2.8848146598071738,Soins de ville,66136
,660787987,,,,,,,,660001934,PHARMACIE DE LA PROMENADE,PHARMACIE DE LA PROMENADE,016,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.48104501203774,3.1289797238440653,Soins de ville,66016
,660789520,,,,,,,,660003476,PHARMACIE DE LA RAHO,PHARMACIE DE LA RAHO,227,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.638991207395826,2.9148342784624686,Soins de ville,66227
,660789058,,,,,,,,660003005,PHARMACIE DE LA SALANQUE,PHARMACIE DE LA SALANQUE,141,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.74314981180304,2.9175754030830787,Soins de ville,66141
,660788381,,,,,,,,660002346,PHARMACIE DE LAROQUE,PHARMACIE DE LAROQUE,093,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.523049249989974,2.935475934038953,Soins de ville,66093
,660788399,,,,,,,,660002353,PHARMACIE DE LATOUR DE FRANCE,PHARMACIE DE LATOUR DE FRANCE,096,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.76804034181752,2.6579860747211224,Soins de ville,66096
,660788423,,,,,,,,660002387,PHARMACIE DE MAURY,PHARMACIE DE MAURY,107,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.80991693899936,2.5913735519361802,Soins de ville,66107
,660789322,,,,,,,,660003278,PHARMACIE DE ST NAZAIRE,PHARMACIE DE ST NAZAIRE,186,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.6656749258151,2.9850776035119497,Soins de ville,66186
,660789538,,,,,,,,660003484,PHARMACIE DE VINCA,PHARMACIE DE VINCA,230,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.644868294525935,2.5289470841887707,Soins de ville,66230
,660789249,,,,,,,,660003195,PHARMACIE DEL MONESTIR,PHARMACIE DEL MONESTIR,172,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.70881689711814,2.8466494831817823,Soins de ville,66172
,660788415,,,,,,,,660002379,PHARMACIE DES 3 VALLEES,PHARMACIE DES 3 VALLEES,106,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.4911449446942,2.808577513007354,Soins de ville,66106
,660788167,,,,,,,,660002122,PHARMACIE DES ACACIAS,PHARMACIE DES ACACIAS,038,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.66151730787284,2.845231739551839,Soins de ville,66038
,660788191,,,,,,,,660002155,PHARMACIE DES ARCADES,PHARMACIE DES ARCADES,049,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.48496089232821,2.74861276886403,Soins de ville,66049
,660788340,,,,,,,,660002304,PHARMACIE DES ASPRES SELARL,PHARMACIE DES ASPRES SELARL,084,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.58399785668761,2.782727709854708,Soins de ville,66084
,660788753,,,,,,,,660002718,PHARMACIE DES BEAUX ARTS,PHARMACIE DES BEAUX ARTS,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.69740128896049,2.8927181300785767,Soins de ville,66136
,660789017,,,,,,,,660002965,PHARMACIE DES EAUX VIVES,PHARMACIE DES EAUX VIVES,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.694136239206635,2.871890325378852,Soins de ville,66136
,660788944,,,,,,,,660002890,PHARMACIE DES FLEURS,PHARMACIE DES FLEURS,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.70410867963543,2.9021924934697716,Soins de ville,66136
,660789272,,,,,,,,660003229,PHARMACIE DES FONTAINES,PHARMACIE DES FONTAINES,175,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.545124959176974,2.9232832000162485,Soins de ville,66175
,660003690,,,,,,,,660003682,PHARMACIE DES HOPITAUX,PHARMACIE DES HOPITAUX,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.724968555773266,2.887084476002645,Soins de ville,66136
,660789231,,,,,,,,660003187,PHARMACIE DES OLIVIERS,PHARMACIE DES OLIVIERS,172,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.71756784143268,2.839801775625076,Soins de ville,66172
,660788357,,,,,,,,660002312,PHARMACIE DES ORGUES,PHARMACIE DES ORGUES,088,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.67626057198844,2.63109054992,Soins de ville,66088
,660787912,,,,,,,,660001868,PHARMACIE DES PLAGES,PHARMACIE DES PLAGES,008,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.552556398228006,3.046033746030875,Soins de ville,66008
,660788969,,,,,,,,660002916,PHARMACIE DES PLATANES,PHARMACIE DES PLATANES,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.70216777690244,2.8976658798756803,Soins de ville,66136
,660788647,,,,,,,,660002601,PHARMACIE DO,PHARMACIE DO,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.69465068664838,2.9089364888292004,Soins de ville,66136
,660788563,,,,,,,,660002528,PHARMACIE DU BAS-VERNET,PHARMACIE DU BAS-VERNET,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.70226482119987,2.8827071046832495,Soins de ville,66136
,660788837,,,,,,,,660002791,PHARMACIE DU CANIGOU,PHARMACIE DU CANIGOU,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.70347404371295,2.8885292722583085,Soins de ville,66136
,660789223,,,,,,,,660003179,PHARMACIE DU CANIGOU,PHARMACIE DU CANIGOU,172,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.714322141300364,2.8429113203653302,Soins de ville,66172
,660788175,,,,,,,,660002130,PHARMACIE DU CARLIT,PHARMACIE DU CARLIT,038,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.65390733189152,2.835996282742486,Soins de ville,66038
,660787946,,,,,,,,660001892,PHARMACIE DU CARREAU,PHARMACIE DU CARREAU,009,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.45934929963968,2.636656920431624,Soins de ville,66009
,660788613,,,,,,,,660002577,PHARMACIE DU CASTILLET,PHARMACIE DU CASTILLET,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.702858330871855,2.8940124431949883,Soins de ville,66136
,660788084,,,,,,,,660002049,PHARMACIE DU CENTRE,PHARMACIE DU CENTRE,028,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.67988958564551,2.939698754976723,Soins de ville,66028
,660789371,,,,,,,,660003328,PHARMACIE DU CHATEAU,PHARMACIE DU CHATEAU,190,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.8228617916771,2.918119557759466,Soins de ville,66190
,660788001,,,,,,,,660001959,PHARMACIE DU LYDIA,PHARMACIE DU LYDIA,017,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.83593998003593,3.0408724542060184,Soins de ville,66017
,660788951,,,,,,,,660002908,PHARMACIE DU MARCHE,PHARMACIE DU MARCHE,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.698550717784634,2.894912548197781,Soins de ville,66136
,660787862,,,,,,,,660001819,PHARMACIE DU MONDONY,PHARMACIE DU MONDONY,003,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.47307542536867,2.670080113047081,Soins de ville,66003
,660788985,,,,,,,,660002932,PHARMACIE DU POLE,PHARMACIE DU POLE,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.69695225175999,2.928955910406677,Soins de ville,66136
,660789314,,,,,,,,660003260,PHARMACIE DU POLE MEDICAL,PHARMACIE DU POLE MEDICAL,180,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.77315046870307,2.9883270889430102,Soins de ville,66180
,660789207,,,,,,,,660003153,PHARMACIE DU PORT,PHARMACIE DU PORT,171,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.6226862439528,3.0357598396314485,Soins de ville,66171
,660790197,,,,,,,,660003526,PHARMACIE DU RIBERAL,PHARMACIE DU RIBERAL,108,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.69253391495847,2.68840644075693,Soins de ville,66108
,660788720,,,,,,,,660002684,PHARMACIE DU ROND POINT DESNOYES,PHARMACIE DU ROND POINT DESNOYES,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.710635940941025,2.8839228505497787,Soins de ville,66136
,660787904,,,,,,,,660001850,PHARMACIE DU SOLEIL D'ARGELES,PHARMACIE DU SOLEIL D'ARGELES,008,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.56350087911469,3.040816700830215,Soins de ville,66008
,660788365,,,,,,,,660002320,PHARMACIE DU SUD,PHARMACIE DU SUD,088,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.67002175795959,2.6205376365506696,Soins de ville,66088
,660787888,,,,,,,,660001835,PHARMACIE DU TECH,PHARMACIE DU TECH,003,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.47606714601787,2.666082707010404,Soins de ville,66003
,660789421,,,,,,,,660003377,PHARMACIE DU VERDOUBLE,PHARMACIE DU VERDOUBLE,205,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.81356736382992,2.745773572283499,Soins de ville,66205
,660789215,,,,,,,,660003161,PHARMACIE DU VILLAGE,PHARMACIE DU VILLAGE,171,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.61823742250482,3.0044819636070286,Soins de ville,66171
,660788092,,,,,,,,660002056,PHARMACIE ESCABLE,PHARMACIE ESCABLE,028,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.68394385920729,2.935574347834712,Soins de ville,66028
,660788100,,,,,,,,660002064,PHARMACIE ESCARRA,PHARMACIE ESCARRA,028,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.68286238419728,2.943775597603357,Soins de ville,66028
,660788118,,,,,,,,660002072,PHARMACIE FABRE - CHABBERT,PHARMACIE FABRE - CHABBERT,037,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.701506099892526,3.0349025172035193,Soins de ville,66037
,660789496,,,,,,,,660003443,PHARMACIE FARINES,PHARMACIE FARINES,217,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.61530677853103,2.811477114463792,Soins de ville,66217
,660789025,,,,,,,,660002973,PHARMACIE FOCH,PHARMACIE FOCH,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.69669170089182,2.891628517858389,Soins de ville,66136
,660789504,,,,,,,,660003450,PHARMACIE FOUARD,PHARMACIE FOUARD,222,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.54539386939351,2.390397641263865,Soins de ville,66222
,660788472,,,,,,,,660002437,PHARMACIE GALAN,PHARMACIE GALAN,133,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.57301767704042,2.9619474210931966,Soins de ville,66133
,660789512,,,,,,,,660003468,PHARMACIE GALIAY-HOF,PHARMACIE GALIAY-HOF,224,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.7283623459676,2.9821687232883574,Soins de ville,66224
,660788050,,,,,,,,660002015,PHARMACIE JONCA - MARILL,PHARMACIE JONCA - MARILL,024,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.52386694521859,2.825268146177056,Soins de ville,66024
,660789173,,,,,,,,660003120,PHARMACIE KERVEVAN,PHARMACIE KERVEVAN,167,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.456105861085724,2.0351665953226044,Soins de ville,66167
,660788266,,,,,,,,660002221,PHARMACIE LA CROIX VERTE,PHARMACIE LA CROIX VERTE,065,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.60370025758933,2.9721474362828113,Soins de ville,66065
,660788761,,,,,,,,660002726,PHARMACIE LA SARDANE,PHARMACIE LA SARDANE,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.68415832326787,2.9069055718600474,Soins de ville,66136
,660789140,,,,,,,,660003096,PHARMACIE LA SAVOUREUSE,PHARMACIE LA SAVOUREUSE,164,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.76602288154678,2.874559595020247,Soins de ville,66164
,660788795,,,,,,,,660002759,PHARMACIE LAMANDE,PHARMACIE LAMANDE,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.69499084333696,2.8927566980875112,Soins de ville,66136
,660003724,,,,,,,,660003716,PHARMACIE MALEPART,PHARMACIE MALEPART,160,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.487647707676686,2.7156540995883045,Soins de ville,66160
,660788407,,,,,,,,660002361,PHARMACIE MARTY,PHARMACIE MARTY,004,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.577558300659234,2.071704477000579,Soins de ville,66004
,660789389,,,,,,,,660003336,PHARMACIE MICHEL MAYDAT SARL,PHARMACIE MICHEL MAYDAT SARL,195,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.681702769401944,2.7950829921787395,Soins de ville,66195
,660788217,,,,,,,,660002171,PHARMACIE NORMAND-ANTOINE,PHARMACIE NORMAND-ANTOINE,049,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.49400558245218,2.740990599294777,Soins de ville,66049
,660788902,,,,,,,,660002858,PHARMACIE NOTRE DAME,PHARMACIE NOTRE DAME,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.70173579014959,2.8935500433420187,Soins de ville,66136
,660003641,,,,,,,,660003633,PHARMACIE PACCIANUS,PHARMACIE PACCIANUS,015,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.56657855486449,2.8648001831515235,Soins de ville,66015
,660789124,,,,,,,,660003070,PHARMACIE PAGES-GAYRAUD,PHARMACIE PAGES-GAYRAUD,150,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.40379723710839,2.479924325987981,Soins de ville,66150
,660003997,,,,,,,,660003971,PHARMACIE PARAIRE-TOMAS,PHARMACIE PARAIRE-TOMAS,101,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.62281131323282,2.770260938222896,Soins de ville,66101
,660789488,,,,,,,,660003435,PHARMACIE PORTET,PHARMACIE PORTET,213,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.66951388929859,2.8311106853351604,Soins de ville,66213
,660789108,,,,,,,,660003054,PHARMACIE PRINCIPALE,PHARMACIE PRINCIPALE,149,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.61662834982243,2.423170383069175,Soins de ville,66149
,660789116,,,,,,,,660003062,PHARMACIE ROMAN,PHARMACIE ROMAN,149,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.61754219970494,2.422413933439947,Soins de ville,66149
,660788308,,,,,,,,660002262,PHARMACIE ROUVE,PHARMACIE ROUVE,071,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.772305080787326,2.6990490502076248,Soins de ville,66071
,660788209,,,,,,,,660002163,PHARMACIE SAINT FERREOL,PHARMACIE SAINT FERREOL,049,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.48586672540003,2.747734423409918,Soins de ville,66049
,660788480,,,,,,,,660002445,PHARMACIE SAINT GAUDERIQUE,PHARMACIE SAINT GAUDERIQUE,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.69076170995453,2.910609859141375,Soins de ville,66136
,660788803,,,,,,,,660002767,PHARMACIE SAINT JACQUES,PHARMACIE SAINT JACQUES,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.6976586912581,2.9043766664917583,Soins de ville,66136
,660788910,,,,,,,,660002866,PHARMACIE SAINT JEAN,PHARMACIE SAINT JEAN,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.69939632161686,2.8953705706460044,Soins de ville,66136
,660788514,,,,,,,,660002478,PHARMACIE SAINT-ASSISCLE,PHARMACIE SAINT-ASSISCLE,136,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.695924255895186,2.8770093810321073,Soins de ville,66136
,660789397,,,,,,,,660003344,PHARMACIE SERRADEIL,PHARMACIE SERRADEIL,195,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.68425827558148,2.809856187523399,Soins de ville,66195
,660787979,,,,,,,,660001926,PHARMACIE SOL,PHARMACIE SOL,014,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.75141915009746,2.812051219828625,Soins de ville,66014
,660789165,,,,,,,,660003112,PHARMORTHO AGLY,PHARMORTHO AGLY,164,66,PYRENEES ORIENTALES,620,Pharmacie d'Officine,42.77053509591597,2.873988457692948,Soins de ville,66164
750721334,660006115,"Hébergement d'Urgence Adultes, Familles Difficulté",Hébergement Complet Internat,,,,,,750721334,PLACE STABLISATION-URGENCE CROIX ROUGE,PLACES DE STABLISATION ET D'URGENCE CROIX ROUGE PERPIGNAN,136,66,PYRENEES ORIENTALES,219,Autre Centre d'Accueil,42.72339048751273,2.889567924793202,Centres d'accueil,66136
750721334,660006115,Veille sociale,Equipe mobile de rue,,,,,,750721334,PLACE STABLISATION-URGENCE CROIX ROUGE,PLACES DE STABLISATION ET D'URGENCE CROIX ROUGE PERPIGNAN,136,66,PYRENEES ORIENTALES,219,Autre Centre d'Accueil,42.72339048751273,2.889567924793202,Centres d'accueil,66136
750721334,660006115,"Hébergement de Stabilisation Adultes,familles Difficulté",Hébergement Complet Internat,,,,,,750721334,PLACE STABLISATION-URGENCE CROIX ROUGE,PLACES DE STABLISATION ET D'URGENCE CROIX ROUGE PERPIGNAN,136,66,PYRENEES ORIENTALES,219,Autre Centre d'Accueil,42.72339048751273,2.889567924793202,Centres d'accueil,66136
,660008947,,,CH PERPIGNAN,14,Médecine d'urgence,00,Pas de forme,660780180,PLATE FORME SAMU SDIS 66,PLATE FORME SAMU SDIS 66,136,66,PYRENEES ORIENTALES,355,Centre Hospitalier (C.H.),42.70740579587012,2.88508746120051,Hopitaux cliniques,66136
,660010422,,,,,,,,590799730,POLE PEDIATRIQUE CERDAGNE CABESTANY,POLE PEDIATRIQUE DE CERDAGNE HTP CABESTANY,028,66,PYRENEES ORIENTALES,109,Etablissement de santé privé autorisé en SSR,42.69150386718105,2.9363252954708594,Hopitaux cliniques,66028
,660780321,,,,,,,,590799730,POLE PEDIATRIQUE CERDAGNE OSSEJA,POLE PEDIATRIQUE DE CERDAGNE OSSEJA,130,66,PYRENEES ORIENTALES,109,Etablissement de santé privé autorisé en SSR,42.41675244166837,1.9712774279135539,Hopitaux cliniques,66130
,660012915,,,,,,,,660012907,POLE SANTE TRAVAIL DES P-O,,028,66,PYRENEES ORIENTALES,616,Services de Prévention et de Santé au Travail (SPST),42.6917710399172,2.936563888301838,Prévention / Santé publique,66028
,660790387,,,SAS MEDIPOLE ST ROCH,02,Chirurgie,07,Chirurgie ambulatoire,660790379,POLYCL MEDIPOLE ST ROCH CABESTANY,POLYCLINIQUE MEDIPOLE SAINT ROCH,028,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.69279034892017,2.931748432108106,Hopitaux cliniques,66028
,660790387,,,SAS MEDIPOLE ST ROCH,16,Traitement de l'insuffisance rénale chronique par épuration extrarénale,00,Pas de forme,660790379,POLYCL MEDIPOLE ST ROCH CABESTANY,POLYCLINIQUE MEDIPOLE SAINT ROCH,028,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.69279034892017,2.931748432108106,Hopitaux cliniques,66028
,660790387,,,SAS MEDIPOLE ST ROCH,01,Médecine,01,Hospitalisation complète (24 heures consécutives ou plus),660790379,POLYCL MEDIPOLE ST ROCH CABESTANY,POLYCLINIQUE MEDIPOLE SAINT ROCH,028,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.69279034892017,2.931748432108106,Hopitaux cliniques,66028
,660790387,,,SAS MEDIPOLE ST ROCH,18,Traitement du cancer,00,Pas de forme,660790379,POLYCL MEDIPOLE ST ROCH CABESTANY,POLYCLINIQUE MEDIPOLE SAINT ROCH,028,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.69279034892017,2.931748432108106,Hopitaux cliniques,66028
,660790387,,,SAS MEDIPOLE ST ROCH,14,Médecine d'urgence,14,Non saisonnier,660790379,POLYCL MEDIPOLE ST ROCH CABESTANY,POLYCLINIQUE MEDIPOLE SAINT ROCH,028,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.69279034892017,2.931748432108106,Hopitaux cliniques,66028
,660790387,,,SAS MEDIPOLE ST ROCH,02,Chirurgie,01,Hospitalisation complète (24 heures consécutives ou plus),660790379,POLYCL MEDIPOLE ST ROCH CABESTANY,POLYCLINIQUE MEDIPOLE SAINT ROCH,028,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.69279034892017,2.931748432108106,Hopitaux cliniques,66028
,660790387,,,SAS MEDIPOLE ST ROCH,01,Médecine,02,Hospitalisation à temps partiel de jour ou de nuit,660790379,POLYCL MEDIPOLE ST ROCH CABESTANY,POLYCLINIQUE MEDIPOLE SAINT ROCH,028,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.69279034892017,2.931748432108106,Hopitaux cliniques,66028
,660780669,,,SA POLYCL MEDITERRANEE,02,Chirurgie,01,Hospitalisation complète (24 heures consécutives ou plus),660000324,POLYCL MEDITERRANEE PERPIGNAN,POLYCLINIQUE MEDITERRANEE (EX CL NOTRE DAME D'ESPERANCE),136,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.699420668676964,2.8945270057536234,Hopitaux cliniques,66136
,660780669,,,SA POLYCL MEDITERRANEE,02,Chirurgie,07,Chirurgie ambulatoire,660000324,POLYCL MEDITERRANEE PERPIGNAN,POLYCLINIQUE MEDITERRANEE (EX CL NOTRE DAME D'ESPERANCE),136,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.699420668676964,2.8945270057536234,Hopitaux cliniques,66136
,660780669,,,SA POLYCL MEDITERRANEE,01,Médecine,02,Hospitalisation à temps partiel de jour ou de nuit,660000324,POLYCL MEDITERRANEE PERPIGNAN,POLYCLINIQUE MEDITERRANEE (EX CL NOTRE DAME D'ESPERANCE),136,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.699420668676964,2.8945270057536234,Hopitaux cliniques,66136
,660780669,,,SA POLYCL MEDITERRANEE,03,"Gynécologie, obstétrique, néonatologie, réanimation néonatale",01,Hospitalisation complète (24 heures consécutives ou plus),660000324,POLYCL MEDITERRANEE PERPIGNAN,POLYCLINIQUE MEDITERRANEE (EX CL NOTRE DAME D'ESPERANCE),136,66,PYRENEES ORIENTALES,365,Etablissement de Soins Pluridisciplinaire,42.699420668676964,2.8945270057536234,Hopitaux cliniques,66136
,660013079,,,,,,,,660013061,PRO IRC 66,PRO IRC 66,028,66,PYRENEES ORIENTALES,633,Structure Expérimentale en Santé,42.69279034892017,2.931748432108106,Médico-social handicap,66028
,660010174,,,,,,,,110786324,PSR BOUFFARD VERCELLI SITE CHPERPIGNAN,POLE SANTE DU ROUSSILLON SITE BOUFFARD VERCELLI PERPIGNAN,136,66,PYRENEES ORIENTALES,109,Etablissement de santé privé autorisé en SSR,42.72746381339477,2.8907321840316036,Hopitaux cliniques,66136
